,Hash_Trans_ID,PRO,SKU_ID,Transaction_Date_ID,Transaction_Hour_ID,Online_Order_Type_Desc,POS_Sales,POS_UnitsSold,Department_ID,Class_ID,SubClass_ID,Dept_11,Dept_13,Dept_16,Dept_17,Dept_21,Dept_22,Dept_23,Dept_24,Dept_25,Dept_26,Dept_27,Dept_28,Dept_29,Dept_30,Dept_59,Dept_78
246,00bcc8e9ab0a56d92be3b8d2302c4dfc6d5c1fa4,0,1.0,1,105423,1,100.02,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,00bdb6d6fefa9fd645b01b542d5d1ba9dd4ea3bb,0,4.0,1,152712,1,401.46,4.0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,00c1ccad677fcb121c2663987ba97b1925be8214,0,1.0,1,152905,1,-232.14,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-232.14,0.0,0.0,0.0,0.0
251,00c33deb9af410a3a9769ddd182b87e3389f1417,0,4.0,1,184051,1,382.32000000000005,4.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.32000000000005,0.0,0.0,0.0,0.0,0.0
255,00c73ee9ee691b5a6078228a5905d1e08dc8021b,0,1.0,1,115810,1,35.82,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,00c7b6a7fdf449c442c5d61af6344492bffa08c7,0,2.0,1,145131,1,231.12,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,118.56,112.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,00c9dcbebe302ff38187e9ccf1e7ce8450296805,0,9.0,1,153902,1,930.6000000000001,11.0,3,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.64,43.14,0.0,0.0,857.8200000000002,0.0,0.0,0.0,0.0
263,00ca6c1f7f50f548cf9ff034119b3f09d1fbfdef,0,1.0,1,112145,1,-763.2,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-763.2,0.0
264,00ca6e1b85d9f844321378baecb20f44d594df37,0,3.0,1,181946,1,935.46,5.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.46,0.0,0.0,0.0,0.0,0.0
265,00cbab3d4046cb85e34f694b8bacebb904953b13,0,2.0,1,211434,1,761.46,3.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.46,0.0
266,00ccb3000ea0a40308f26b27be41f23a4d8c4258,0,16.0,1,182927,1,-520.62,-26.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-520.62,0.0,0.0,0.0,0.0,0.0,0.0
269,00cdc3203f2f1c0fdbe595751183c1ed169f4afa,0,4.0,1,200427,1,314.64,13.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,00d17088829ee6b98f89b624fffb88aab16b05f3,0,1.0,1,130910,1,359.88,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,00d197655dcdb628f306d978af715818c267e7ed,0,1.0,1,93130,1,29.22,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,29.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,00d57485b5b38d8fbf468982e81cab7067cbb63e,0,3.0,1,154839,1,1171.14,14.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.14,0.0,0.0,0.0,0.0
277,00d5a941dde8ad8fbf7180a19cbf5020a75d4371,0,3.0,1,110258,1,200.22,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,00d5b1eda9a4b46600ad92e784f528f77048c9ef,0,2.0,1,104412,1,180.95999999999998,4.0,2,2,2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,179.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,00d694a3af04de6712ef75eb8367f53d72e15e75,0,8.0,1,151057,1,534.5999999999999,10.0,6,7,8,0.0,0.0,0.0,0.0,0.0,0.0,65.94,15.42,97.91999999999999,0.0,0.0,119.82,143.76,91.74,0.0,0.0
281,00d754646a9275acd406725a82da8554d4e1cdab,0,2.0,1,144602,1,72.6,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.74,0.0,0.0,0.0,49.86,0.0,0.0
282,00d77512521e0a2865e4a06b51b9eacd3f28bac7,0,1.0,1,100650,1,373.44,4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,373.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,00da937485bb0f6937375b07b1eccafd769a9ad3,0,2.0,1,110920,1,5462.4,7.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5462.4,0.0
288,00dac6f4a73fca658a413a6af19d61a3bc9e4c21,0,3.0,1,115257,1,317.34,10.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.34,0.0,0.0,0.0,0.0,0.0
292,00dea52f039fb26a90b8253f23fde4dc55478c6c,0,1.0,1,121030,1,-1794.0,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1794.0,0.0,0.0,0.0
293,00df385f84d05211175f3bbb08a46b624a1a3456,0,1.0,1,152055,1,150.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,00df61534412d79c868935bfc2c68bf5fa39f522,0,1.0,1,163240,1,-383.52,-4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.52,0.0,0.0,0.0,0.0,0.0
295,00e1274d703a16f23e469c1cb86eb2bfac9c65e5,0,1.0,1,152254,1,-51.84,-3.0,1,1,1,0.0,0.0,0.0,0.0,-51.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,00e1b2e07031554772577f661f8cf586c4f7913b,0,4.0,1,174420,1,508.62,14.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.62,0.0,0.0,0.0,0.0
297,00e3418436422486017b1b3e93cf9c8b62cdb74d,0,2.0,1,173848,1,294.72,7.0,2,2,2,0.0,0.0,0.0,0.0,0.0,204.9,0.0,0.0,89.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,00e526d7a9ed24c962275cc22c55acf748563fab,0,1.0,1,124202,1,-381.84,-2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-381.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,00e5e8f9e3c6e5a31709d5b15b13e50bf325bd70,0,17.0,1,203247,1,1620.78,21.0,8,10,14,1.5,0.0,0.0,0.0,184.32,75.72,773.28,95.75999999999999,79.74,0.0,125.64,0.0,0.0,0.0,284.82,0.0
302,00e7bafcb26f6bbf3d6563c0450ff59acdaed6a2,0,1.0,1,114644,1,-131.82,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.82,0.0,0.0,0.0,0.0,0.0
304,00e8747de9d78bead0315c8e0eb7ce1f9e4a711b,0,1.0,1,125808,1,94.32,4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.32,0.0,0.0,0.0,0.0
306,00e94b3e5ca94ff3a85dccb7dedebb80bc9c1ad3,0,2.0,1,182353,1,78.36,2.0,1,1,1,0.0,0.0,0.0,0.0,78.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,00e9d3ecc502676863cfd2b6633a5177bd099ad9,0,1.0,1,145121,1,479.64,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.64,0.0,0.0,0.0,0.0,0.0
308,00ea50a6164d914abcea77d73db1119c0e17ca38,0,3.0,1,110654,1,352.14,3.0,2,3,3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,347.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,00ead038e1c572725388579b7801002a2a9968f5,0,1.0,1,190422,1,52.92,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,00ec583c6d1c19460a2d6f3487fbfd6c32b4bf07,0,1.0,1,145206,1,41.04,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.04,0.0,0.0,0.0,0.0,0.0,0.0
312,00edb28e335157cecba6c9a06dcfae58b7346dbc,0,6.0,1,140159,1,-160.38,-9.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,00ef4692025964dd31be787beaf80399d6da5b88,0,2.0,1,90721,1,66.06,3.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,00f131d4f77cf3ee27fc46051fd13f2aa2bdebbc,0,1.0,1,134847,1,209.4,5.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.4,0.0,0.0,0.0,0.0
318,00f3d29fe78057249d111fa2a19f198892b301f8,0,3.0,1,144654,1,1880.16,3.0,2,3,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1868.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,00f3fdeff28806b30f185f94264fbdbffe66848a,0,3.0,1,102012,1,356.64,4.0,2,2,2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,347.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,00f43ca7f504997a0beb03ca20179f42ae35a000,0,14.0,1,111955,1,1010.4599999999998,27.0,4,7,11,0.0,0.0,0.0,0.0,346.08,0.0,0.0,0.0,358.49999999999994,0.0,186.06,0.0,0.0,0.0,119.82,0.0
322,00f4cfa05e6dc1b3faae689b2e4300aacfd95c31,0,2.0,1,193132,1,2394.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394.0,0.0
325,00fa8b48faa7b127c87468126c3fed8ec89e6d4b,0,1.0,1,161928,1,-419.94,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-419.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,00fd3cba87574c872d169dcf6affb6b36492f705,0,1.0,1,155047,1,-163.92,-4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,-163.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,00fe7b4cd72fbc9ad94e5618ece13cfad4e1cffa,0,2.0,1,162117,1,1103.7,6.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,449.7,0.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0
334,01020243d33413989ff20cd3fcbc1770cc5630c7,0,3.0,1,174719,1,295.5,6.0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.5,0.0,0.0,0.0,0.0,0.0
335,01025deca1c76a5e7078add6d0273e324ce4404b,0,6.0,1,101952,1,180.9,6.0,3,6,6,1.5,0.0,0.0,0.0,12.84,0.0,0.0,166.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,010326ed5a40277fc86c510299013d3765506cea,0,2.0,1,140124,1,130.62,9.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.74,0.0,0.0,0.0,0.0,38.88,0.0,0.0
338,01039fa9cb32cbab6fb9cc0b69182772c83419f1,0,33.0,1,101140,1,3147.779999999999,96.0,2,4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.82,2079.96,0.0,0.0,0.0,0.0,0.0,0.0
341,01056d3f0971a339993af548babb85f8f262c002,0,1.0,1,100403,1,-137.82,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137.82,0.0,0.0,0.0,0.0
342,01057dcdd47be8a703047cde39af3d574ed1a372,0,2.0,1,183959,1,-1953.36,-6.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-1953.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,0105add3c9ec6a6c3923e35514551ce8e856f219,0,7.0,1,140934,1,777.0,10.0,2,5,7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,01063d127403b4cb985c333bc5cda071054e5c7a,0,1.0,1,103837,1,359.22,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.22,0.0
345,01086107dba30e611f6cf9b0972836223b970f08,0,7.0,1,143754,1,470.52,13.0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.52,0.0,0.0,0.0,0.0,0.0
347,010bd1347afb7d3b5fd0fae4f2d47c1d1272a7a7,0,1.0,1,173619,1,-146.16,-4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,-146.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,010bd3d6f627459083c66c545863b3855e084b63,0,2.0,1,113858,1,109.68,2.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,010c223140a02481ec962861feb418b86652d953,0,2.0,1,72944,1,1794.0,2.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0005b97485fac2f1027d049dbab9484354d599c9,1,2.0,1,113926,1,213.96,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,000804cdaf4d7cc1fdf80dffe49294a0038c0ee3,1,1.0,1,115908,1,-209.94,-1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209.94,0.0,0.0,0.0,0.0,0.0,0.0
4,000910b9b7e93578aaf6d19ae923d4dfe0bac76d,1,3.0,1,114230,1,602.16,5.0,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,359.46,242.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,00095786f944b19aa2c17afdd27a2b040e72237d,1,1.0,1,94414,1,354.0,4.0,1,1,1,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0009f1f7c38d48aa591c53c2a263ac3248013ea2,1,2.0,1,152616,1,283.8,2.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.8
8,000b3b8a18d794d2183b20e4671650d31c43f47d,1,8.0,1,121507,1,1367.7000000000003,10.0,6,6,7,0.0,0.0,0.0,0.0,23.88,186.72,0.0,26.94,0.0,0.0,35.82,0.0,0.0,1065.9,28.44,0.0
10,000cd6f2b53e4549916910bed4c7ce3fc4f9d8aa,1,2.0,1,105007,1,754.74,33.0,2,2,2,0.0,0.0,0.0,0.0,305.64,449.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,000cd9c5afbebeb92544b53ab9998795b6c5ab02,1,2.0,1,151132,1,248.82,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.94,0.0,0.0,209.88,0.0,0.0,0.0,0.0,0.0
12,000cdfe20427ebf2c7e1db7c46500188abd4bf72,1,2.0,1,130107,1,147.36,2.0,2,2,2,0.0,0.0,0.0,0.0,46.14,0.0,0.0,101.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,000e122a8fb482b0f7c027901f28c62e85e6c41b,1,3.0,1,75249,1,497.58,7.0,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.88,0.0,0.0,185.7,0.0,0.0,0.0,0.0
14,000ea8c3687e8e58d9d930768691149b680b771c,1,4.0,1,71258,1,1890.78,9.0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890.78,0.0,0.0,0.0,0.0,0.0
15,000ec23a99bb01d4b288e0855f4b685c0f966eea,1,1.0,1,151244,1,826.92,6.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.92,0.0,0.0,0.0,0.0,0.0
17,00105e86575fc0664ff9e3141e52395cb6d79e7d,1,5.0,1,103551,1,2362.0800000000004,5.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.94,0.0,0.0,0.0,0.0,0.0,2122.1400000000003,0.0
18,0011639920de08f9f692066d8ee1837091ae2e31,1,2.0,1,200921,1,596.64,4.0,2,2,2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,587.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0013b93863185caac9c3ff087f53e8cafd0b79e2,1,1.0,1,94408,1,1425.48,14.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.48,0.0
24,00178761c1fa3dbff311806efc1ba2f84ae44186,1,3.0,1,145232,1,1717.44,18.0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.72,0.0,1146.72,0.0,0.0,0.0,0.0
25,0017cb060808074715700acc8f8583dd080e166a,1,1.0,1,154403,1,52336.5,1025.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52336.5,0.0,0.0,0.0,0.0
26,00185fbcce114737f6e413ea86c63bd4525b5757,1,5.0,1,212011,1,666.42,5.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,001869796ba04f696b462c52522ef45e8aa5fed6,1,3.0,1,90914,1,173.82,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,00189bc47392ddde243be80949bb6c2f69c31580,1,1.0,1,95341,1,1074.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0,0.0,0.0
29,0018aa71c4c7371b1be75b65e1d5bfc32c43c6e3,1,3.0,1,95352,1,993.1800000000001,128.72,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.88,44.94,0.0,0.0,0.0,0.0,912.36,0.0,0.0
32,001d4268c1620918711b1b775dd5527dde454e6e,1,7.0,1,123257,1,2127.12,8.0,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.239999999999995,0.0,0.0,0.0,119.88,1956.0,0.0,0.0
33,001d7a58b80d3e2fbdc700dfaf521aef3772b366,1,2.0,1,93633,1,470.82,3.0,2,2,2,0.0,0.0,0.0,0.0,161.94,0.0,0.0,0.0,0.0,308.88,0.0,0.0,0.0,0.0,0.0,0.0
34,001f1efb83604497180fc65cc117f7f4e8840c92,1,5.0,1,103142,1,2579.7,43.0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.7599999999998,8.94,0.0,0.0,0.0,0.0
36,001f7ac0e9cafc25efbd21273758eecdbe2ea891,1,7.0,1,85703,1,2627.82,27.0,3,6,7,0.0,0.0,0.0,0.0,0.0,634.08,0.0,164.16,1829.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,001fbb6e08780d88474788a5282c2ccb221d3acf,1,1.0,1,163026,1,29.94,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0020092726640d1b3ae23de0fb213ab2d9e80a27,1,1.0,1,144332,1,714.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,0.0,0.0,0.0
39,0020a5768a7e377c5c7cdde0db08381968cc192a,1,2.0,1,103223,1,864.6,3.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.6
43,00256414d84a8d1e49e3faea1af008d54137a511,1,4.0,1,91516,1,403.68000000000006,4.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,89.94,0.0,313.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,00262d33accb0fe293ce25b5b55a9a7d00b46252,1,1.0,1,174016,1,954.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
